Book,hadithId,Matn,Sanad
صحيح البخاري,5377,   جبتان .,"['عبد ه بن محمد', 'ابن طاوس', 'أبو عامر', 'أبيه', 'وأبو الزناد', 'إبراهيم بن نافع', 'الأعرج', 'الحسن', 'طاوس', 'حنظلة', 'أبي هريرة', 'طاوسا', 'أبا هريرة', 'جعفر بن حيان', 'الأعرج']"
صحيح البخاري,5378,    :  انطلق النبي  لحاجته  ثم أقبل  فتلقيته بماء فتوضأ  وه جبة شأمية  فمضمض  واستنشق  وغسل وجهه  فذهب يخرج يديه من كميه  فكانا ضيقين  فأخرج يديه من تحت الجبة  فغسلهما ومسح برأسه  وعلى خفيه   .,"['قيس بن حفص', 'عبد الواحد', 'الأعمش', 'أبو الضحى', 'مسروق', 'المغيرة بن شعبة']"
صحيح البخاري,5379,  رضي ه    :  كنت مع النبي  ذات ليلة في سفر  ف : أمعك ماء  قلت : نعم  فنزل عن راحلته فمشى حتى توارى عني في سواد يل  ثم جاء  فأفرغت ه الإداوة  فغسل وجهه ويديه  وه جبة من صوف  فلم يستطع أن يخرج ذراعيه منها حتى أخرجهما من أسفل الجبة  فغسل ذراعيه  ثم مسح برأسه  ثم أهويت لأنزع خفيه  ف : دعهما  فإني أدخلتهما طاهرتين   فمسح هما  .,"['أبو نعيم', 'زكرياء', 'عامر', 'عروة بن المغيرة', 'أبيه']"
صحيح البخاري,5380,    :  قسم رسول ه  أقبية ولم يعط مخرمة شيئا  ف مخرمة : يا بني انطلق بنا إلى رسول ه   فانطلقت معه  ف : ادخل فادعه لي   : فدعوته له  فخرج إليه وه قباء منها  ف : خبأت هذا لك   : فنظر إليه  ف : رضي مخرمة   .,"['قتيبة بن سعيد', 'يث', 'ابن أبي مليكة', 'المسور بن مخرمة']"
صحيح البخاري,5381,  رضي ه  أنه  :  أهدي لرسول ه  فروج حرير  فلبسه ثم  فيه  ثم انصرف فنزعه نزعا شديدا كالكاره له  ثم  : لا ينبغي هذا للمتقين    تابعه عبد ه بن يوسف   عن يث   و غيره  فروج حرير .,"['قتيبة بن سعيد', 'عبد ه بن يوسف', 'يث', 'يث', 'يزيد بن أبي حبيب', 'أبي الخير', 'عقبة بن عامر']"
صحيح البخاري,5382,  أن رجلا   : يا رسول ه ما يلبس المحرم من الثياب   : رسول ه  لا تلبسوا القمص ولا العمائم ولا السراويلات ولا البرانس ولا الخفاف إلا أحد لا يجد النن فليلبس خفين وليقطعهما أسفل من الكعبين ولا تلبسوا من الثياب شيئا مسه زعفران ولا الورس  .,"['إسماعيل', 'مالك', 'نافع', 'عبد ه بن عمر']"
صحيح البخاري,5383,   عن النبي    :  من لم يجد إزارا فليلبس سراويل ومن لم يجد نن فليلبس خفين   .,"['أبو نعيم', 'سفيان', 'عمرو', 'جابر بن زيد', 'ابن عباس']"
صحيح البخاري,5384,    : قام رجل  ف : يا رسول ه ما تأمرنا أن نلبس إذا أحرمنا    :  لا تلبسوا القميص  والسراويل  والعمائم  والبرانس  والخفاف  إلا أن يكون رجل ليس له نعلان فليلبس الخفين أسفل من الكعبين  ولا تلبسوا شيئا من الثياب مسه زعفران  ولا ورس   .,"['موسى بن إسماعيل', 'جويرية', 'نافع', 'عبد ه']"
صحيح البخاري,5385,   عن النبي    :  لا يلبس المحرم : القميص  ولا العمامة  ولا السراويل  ولا البرنس  ولا ثوبا مسه زعفران  ولا ورس  ولا الخفين  إلا لمن لم يجد النن فإن لم يجدهما فليقطعهما أسفل من الكعبين   .,"[' بن عبد ه', 'سفيان', 'الزهري', 'سالم', 'أبيه']"
صحيح البخاري,5386,  رضي ه ا  ت :  هاجر ناس إلى الحبشة من المسلمين  وتجهز أبو بكر مهاجرا  ف النبي  : على رسلك فإني أرجو أن يؤذن لي  ف أبو بكر : أو ترجوه بأبي أنت   : نعم  فحبس أبو بكر نفسه    لصحبته وعلف راحلتين كانتا عنده  ورق السمر أربعة أشهر   عروة : ت عائشة : فبينا نحن يوما جلوس في بيتنا في نحر الظهيرة  ف قائل لأبي بكر : هذا رسول ه  مقبلا متقنعا  في ساعة لم يكن يأتينا فيها   أبو بكر : فدا لك أبي وأمي  وه إن جاء به في هذه الساعة إلا لأمر  فجاء النبي  فاستأذن  فأذن له  فدخل  ف حين دخل لأبي بكر : أخرج من عندك   : إنما هم أهلك بأبي أنت يا رسول ه   : فإني قد أذن لي في الخروج   : فالصحبة بأبي أنت وأمي يا رسول ه   : نعم   : فخذ بأبي أنت يا رسول ه إحدى راحلتي هاتين   النبي  بالثمن ت : فجهزناهما أحث الجهاز  وضعنا لهما سفرة في جراب فقطعت أسماء بنت أبي بكر قطعة من نطاقها  فأوكأت به الجراب  ولذلك كانت تسمى ذات النطاق  ثم لحق النبي  وأبو بكر بغار في جبل  ي له ثور  فمكث فيه ثلاث ليال  يبيت عندهما عبد ه بن أبي بكر وهو غلام شاب  لقن ثقف فيرحل من عندهما سحرا  فيصبح مع قريش بمكة كبائت  فلا يسمع أمرا يكادان به إلا وعاه حتى يأتيهما بخبر ذلك حين يختلط الظلام  ويرعى هما عامر بن فهيرة مولى أبي بكر منحة من غنم فيريحها هما حين تذهب ساعة من العشاء  فيبيتان في رسلهما حتى ينعق بها عامر بن فهيرة  بغلس يفعل ذلك كل ليلة من تلك يالي الثلاث   .,"['إبراهيم بن موسى', 'هشام', 'معمر', 'الزهري', 'عروة', 'عائشة']"
صحيح البخاري,5387,  رضي ه   أن النبي  دخل مكة عام الفتح وعلى رأسه المغفر   .,"['أبو الوليد', 'مالك', 'الزهري', 'أنس']"
صحيح البخاري,5388,    :  كنت أمشي مع رسول ه  وه برد نجراني غليظ الحاشية  فأدركه أعرابي  فجبذه بردائه جبذة شديدة  حتى نظرت إلى صفحة عاتق رسول ه  قد أثرت بها حاشية البرد من شدة جبذته  ثم  : يا محمد مر لي من مال ه الذي عندك  فالتفت إليه رسول ه  ثم ضحك  ثم أمر له بعطاء   .,"['إسماعيل بن عبد ه', 'مالك', 'إسحاق بن عبد ه بن أبي طلحة', 'أنس بن مالك']"
صحيح البخاري,5389,    : جاءت امرأة ببردة   : سهل هل تدري ما البردة    : نعم  هي الشملة منسوج في حاشيتها  ت : يا رسول ه إني نسجت هذه بيدي أكسوكها  فأخذها رسول ه  محتاجا إليها  فخرج إلينا وإنها لإزاره  فجسها رجل من القوم  ف : يا رسول ه اكسنيها   : نعم  فجلس ما شاء ه في المجلس  ثم رجع فطواها  ثم أرسل بها إليه  ف له القوم : ما أحسنت سألتها إياه وقد عرفت أنه لا يرد سائلا  ف الرجل : وه ما سألتها إلا لتكون كفني يوم أموت   سهل : فكانت كفنه   .,"['قتيبة بن سعيد', 'يعقوب بن عبد الرحمن', 'أبي حازم', 'سهل بن سعد']"
صحيح البخاري,5390,  رضي ه    : سمعت رسول ه   يقول :  يدخل الجنة من أمتي زمرة هي سبعون ألفا تضيء وجوههم إضاءة القمر   فقام عكاشة بن محصن الأسدي : يرفع نمرة ه   : ادع ه لي يا رسول ه أن يجعلني منهم  ف : هم اجعله منهم  ثم قام رجل من الأنصار  ف : يا رسول ه ادع ه أن يجعلني منهم  ف رسول ه : سبقك عكاشة   .,"['أبو اليمان', 'شعيب', 'الزهري', 'سعيد بن المسيب', 'أبا هريرة']"
صحيح البخاري,5391,    :  قلت له أي الثياب كان أحب إلى النبي  أن يلبسها   : الحبرة   .,"['عمرو بن عاصم', 'همام', 'قتادة', 'أنس']"
صحيح البخاري,5392,  رضي ه    :  كان أحب الثياب إلى النبي  أن يلبسها الحبرة   .,"['عبد ه بن أبي الأسود', 'معاذ', 'أبي', 'قتادة', 'أنس بن مالك']"
صحيح البخاري,5393,  رضي ه ا زوج النبي  أخبرته :  أن رسول ه  حين توفي سجي ببرد حبرة   .,"['أبو اليمان', 'شعيب', 'الزهري', 'أبو سلمة بن عبد الرحمن بن عوف', 'عائشة']"
صحيح البخاري,5394,    ا : لما نزل برسول ه  طفق يطرح خميصة له على وجهه  فإذا اغتم كشفها عن وجهه  ف وهو كذلك  لعنة ه على اليهود والنصارى اتخذوا  قبور أنبيائهم مساجد يحذر ما صنعوا   .,"['يحيى بن بكير', 'يث', 'عقيل', 'ابن شهاب', 'عبيد ه بن عبد ه بن عتبة', 'عائشة', 'وعبد ه بن عباس']"
صحيح البخاري,5395,   ت :   رسول ه  في خميصة له لها أعلام  فنظر إلى أعلامها نظرة  فلما سلم   : اذهبوا بخميصتي هذه إلى أبي جهم فإنها ألهتني آنفا عن صلاتي  وأتوني بأنبجانية أبي جهم بن حذيفة بن غانم من بني عدي بن كعب   .,"['موسى بن إسماعيل', 'إبراهيم بن سعد', 'ابن شهاب', 'عروة', 'عائشة']"
صحيح البخاري,5396,  كساء  وإزارا غليظا  فت : قبض روح النبي  في هذين   .,"['مسدد', 'إسماعيل', 'أيوب', 'حميد بن هلال', 'أبي بردة', 'عائشة']"
صحيح البخاري,5397,  رضي ه    :  نهى النبي  عن الملامسة  والمنابذة  وعن صلاتين بعد الفجر  حتى ترتفع الشمس  وبعد العصر حتى تغيب  وأن يحتبي بالثوب الواحد ليس على فرجه منه شيء بينه وبين السماء  وأن يشتمل الصماء   .,"['محمد بن بشار', 'عبد الوهاب', 'عبيد ه', 'خبيب', 'حفص بن عاصم', 'أبي هريرة']"
صحيح البخاري,5398,    :  نهى رسول ه  عن لبستين  وعن بيعتين : نهى عن الملامسة  والمنابذة في البيع   والملامسة : لمس الرجل ثوب الآخر بيده بيل أو بالنهار ولا يقلبه إلا بذلك  والمنابذة : أن ينبذ الرجل إلى الرجل بثوبه وينبذ الآخر ثوبه ويكون ذلك بيعهما عن غير نظر ولا تراض  وبستين : اشتمال الصماء  والصماء : أن يجعل ثوبه على أحد عاتقيه فيبدو أحد شقيه ليس ه ثوب وبسة الأخرى احتباؤه بثوبه وهو جالس ليس على فرجه منه شيء  .,"['يحيى بن بكير', 'يث', 'يونس', 'ابن شهاب', 'عامر بن سعد', 'أبا سعيد الخدري']"
صحيح البخاري,5399,  رضي ه    :  نهى رسول ه  عن لبستين : أن يحتبي الرجل في الثوب الواحد ليس على فرجه منه شيء  وأن يشتمل بالثوب الواحد ليس على أحد شقيه  وعن الملامسة  والمنابذة   .,"['إسماعيل', 'مالك', 'أبي الزناد', 'الأعرج', 'أبي هريرة']"
صحيح البخاري,5400,  رضي ه   أن النبي  :  نهى عن اشتمال الصماء  وأن يحتبي الرجل في ثوب واحد ليس على فرجه منه شيء   .,"['محمد', 'مخلد', 'ابن جريج', 'ابن شهاب', 'عبيد ه بن عبد ه', 'أبي سعيد الخدري']"
صحيح البخاري,5401,   أتي النبي  بثياب فيها خميصة سوداء صغيرة  ف : من ترون أن نكسو هذه  فسكت القوم   : ائتوني بأم خالد  فأتي بها تحمل فأخذ الخميصة بيده  فألبسها  و : أبلي  وأخلقي  وكان فيها علم أخضر أو أصفر  ف : يا أم خالد هذا سناه وسناه بالحبشية حسن   .,"['أبو نعيم', 'إسحاق بن سعيد', 'أبيه سعيد بن فلان<IDF>  هو </IDF>عمرو بن سعيد بن العاص', 'أم خالد بنت خالد']"
صحيح البخاري,5402,  رضي ه    :  لما ولدت أم سليم  ت لي : يا أنس انظر هذا الغلام فلا يصيبن شيئا حتى تغدو به إلى النبي  يحنكه  فغدوت به  فإذا هو في حائط وه خميصة حريثية  وهو يسم الظهر الذي قدم ه في الفتح   .,"['محمد بن المثنى', 'ابن أبي عدي', 'ابن عون', 'محمد', 'أنس']"
صحيح البخاري,5403, : ما رأيت مثل ما يلقى المؤمنات لجلدها أشد خضرة من ثوبها   : وسمع أنها قد أتت رسول ه   فجاء ومعه ابنان له من غيرها  ت : وه ما لي إليه من ذنب إلا أن ما معه ليس بأغنى عني من هذه  وأخذت هدبة من ثوبها  ف : كذبت وه يا رسول ه إني لأنفضها نفض الأديم  ولكنها ناشز تريد رفاعة  ف رسول ه  : فإن كان ذلك لم تحلي له أو لم تصلحي له  حتى يذوق من عسيلتك   : وأبصر معه ابنين له  ف بنوك هؤلاء   : نعم   : هذا الذي تزعمين ما تزعمين فوه لهم أشبه به من الغراب بالغراب  .,"['محمد بن بشار', 'عبد الوهاب', 'أيوب', 'عكرمة', 'عائشة']"
صحيح البخاري,5404,    :  رأيت بشمال النبي  ويمينه رجلين هما ثياب بيض يوم أحد ما رأيتهما قبل ولا بعد   .,"['إسحاق بن إبراهيم الحنظلي', 'محمد بن بشر', 'مسعر', 'سعد بن إبراهيم', 'أبيه', 'سعد']"
صحيح البخاري,5405,  رضي ه  حدثه   : أتيت النبي  وه ثوب أبيض  وهو نائم  ثم أتيته وقد استيقظ  ف :  ما من عبد  لا إله إلا ه  ثم مات على ذلك  إلا دخل الجنة   قلت : وإن زنى وإن سرق   :  وإن زنى وإن سرق   قلت : وإن زنى وإن سرق   :  وإن زنى وإن سرق   قلت : وإن زنى وإن سرق   :  وإن زنى وإن سرق    على رغم أنف أبي ذر  وكان أبو ذر إذا حدث بهذا   : وإن رغم أنف أبي ذر   أبو عبد ه : هذا عند الموت أو قبله  إذا تاب وندم  و : لا إله إلا ه غفر له .,"['أبو معمر', 'عبد الوارث', 'الحسين', 'عبد ه بن بريدة', 'يحيى بن يعمر', 'أبا الأسود الدؤلي', 'أبا ذر']"
صحيح البخاري,5406,  ونحن مع عتبة بن فرقد بأذربيجان  أن رسول ه  نهى عن الحرير  إلا هكذا  وأشار بإصبعيه تين تليان الإبهام     : فيما علمنا أنه يعني الأعلام .,"['آدم', 'شعبة', 'قتادة', 'أبا عثمان النهدي', 'عمر']"
صحيح البخاري,5407,  ونحن بأذربيجان   أن النبي  نهى عن لبس الحرير إلا هكذا  وصف لنا النبي  إصبعيه ورفع زهير الوسطى والسبابة   .,"['أحمد بن يونس', 'زهير', 'عاصم', 'أبي عثمان', 'عمر']"
صحيح البخاري,5408,  رضي ه   أن النبي   :  لا يلبس الحرير في الدنيا إلا لم يلبس في الآخرة منه    حدثنا الحسن بن عمر   حدثنا معتمر   حدثنا أبي   حدثنا أبو عثمان  وأشار أبو عثمان بإصبعيه المسبحة والوسطى .,"['مسدد', 'الحسن بن عمر', 'يحيى', 'معتمر', 'أبي', 'التيمي', 'أبو عثمان', 'أبي عثمان', 'عمر']"
صحيح البخاري,5409,  بالمداين فاستسقى  فأتاه دهقان بماء في إناء من فضة فرماه به  و : إني لم أرمه إلا أني نهيته فلم ينته   رسول ه  :  الذهب والفضة والحرير والديباج هي لهم في الدنيا ولكم في الآخرة   .,"['سليمان بن حرب', 'شعبة', 'الحكم', 'ابن أبي ليلى', 'حذيفة']"
صحيح البخاري,5410,  : فقلت : أعن النبي   ف شديدا : عن النبي   ف :  من لبس الحرير في الدنيا فلن يلبسه في الآخرة   .,"['آدم', 'شعبة', 'عبد العزيز بن صهيب', 'أنس بن مالك', 'شعبة']"
صحيح البخاري,5411,   يخطب  يقول :  محمد   من لبس الحرير في الدنيا لم يلبسه في الآخرة   .,"['سليمان بن حرب', 'حماد بن زيد', 'ثابت', 'ابن الزبير']"
صحيح البخاري,5412,   سمع النبي  نحوه .,"[' بن الجعد', 'أبو معمر', 'عبد الوارث', 'شعبة', 'يزيد', 'أبي ذبيان خليفة بن كعب', 'معاذة', 'ابن الزبير', 'عمر', 'أم عمرو بنت عبد ه', 'عبد ه بن الزبير', 'عمر']"
صحيح البخاري,5413,   أن رسول ه   :  إنما يلبس الحرير في الدنيا من لا خلاق له في الآخرة   فقلت : صدق  وما كذب أبو حفص على رسول ه   و عبد ه بن رجاء :  حدثنا حرب  عن يحيى   حدثني عمران   وقص الحديث .,"['محمد بن بشار', 'حرب', 'يحيى', 'عثمان بن عمر', 'عمران', ' بن المبارك', 'يحيى بن أبي كثير', 'عمران بن حطان', 'ابن عمر', 'عمر بن الخطاب']"
صحيح البخاري,5414,  رضي ه    : أهدي للنبي  ثوب حرير  فجعلنا نلمسه ونتعجب منه  ف النبي  :  أتعجبون من هذا   قلنا  نعم   :  مناديل سعد بن معاذ في الجنة خير من هذا   .,"['عبيد ه بن موسى', 'إسرائيل', 'أبي إسحاق', 'البراء']"
صحيح البخاري,5415,  رضي ه    :  نهانا النبي  أن نشرب في آنية الذهب والفضة  وأن نأكل فيها  وعن لبس الحرير والديباج وأن نجلس ه   .,"['', 'وهب بن جرير', 'أبي', 'ابن أبي نجيح', 'مجاهد', 'ابن أبي ليلى', 'حذيفة']"
صحيح البخاري,5416,    :  نهانا النبي  عن المياثر الحمر والقسي   .,"['محمد بن مقاتل', 'عبد ه', 'سفيان', 'أشعث بن أبي الشعثاء', 'معاوية بن سويد بن مقرن', 'البراء بن عازب']"
صحيح البخاري,5417,    :  رخص النبي  للزبير  وعبد الرحمن في لبس الحرير لحكة بهما   .,"['محمد', 'وكيع', 'شعبة', 'قتادة', 'أنس']"
صحيح البخاري,5418,  رضي ه    :  كساني النبي  حلة سيراء  فخرجت فيها فرأيت الغضب في وجهه فشققتها بين نسائي   .,"['سليمان بن حرب', 'شعبة', 'محمد بن بشار', 'غندر', 'شعبة', 'عبد الملك بن ميسرة', 'زيد بن وهب', ' بن أبي طالب']"
صحيح البخاري,5419,   أن عمر رضي ه   رأى حلة سيراء تباع  ف : يا رسول ه لو ابتعتها تلبسها للوفد إذا أتوك والجمعة   :  إنما يلبس هذه من لا خلاق له  وأن النبي  بعث بعد ذلك إلى عمر حلة سيراء حرير كساها إياه  ف عمر : كسوتنيها  وقد سمعتك تقول فيها ما قلت  ف :  إنما بعثت إليك لتبيعها أو تكسوها   .,"['موسى بن إسماعيل', 'جويرية', 'نافع', 'عبد ه']"
صحيح البخاري,5420,   أنه  رأى على أم كلثوم ها السلام  بنت رسول ه  برد حرير سيراء   .,"['أبو اليمان', 'شعيب', 'الزهري', 'أنس بن مالك']"
صحيح البخاري,5421,     :  لبثت سنة وأنا أريد أن أسأل عمر عن المرأتين تين تظاهرتا   فجعلت أهابه  فنزل يوما منزلا فدخل الأراك فلما خرج سألته  ف : عائشة وحفصة  ثم  : كنا في الجاهلية لا نعد النساء شيئا  فلما جاء الإسلام وذكرهن ه  رأينا لهن بذلك نا حقا من غير أن ندخلهن في شيء من أمورنا  وكان بيني وبين امرأتي كلام فأغلظت لي  فقلت لها : وإنك لهناك ت : تقول : هذا لي وابنتك تؤذي النبي   فأتيت حفصة فقلت : لها إني أحذرك أن تعصي ه ورسوله وتقدمت إليها في أذاه  فأتيت أم سلمة  فقلت لها  فت : أعجب منك يا عمر  قد دخلت في أمورنا فلم يبق إلا أن تدخل بين رسول ه  وأزواجه فرددت  وكان رجل من الأنصار إذا غاب عن رسول ه  وشهدته أتيته بما يكون  وإذا غبت عن رسول ه  وشهد أتاني بما يكون من رسول ه   وكان من حول رسول ه  قد استقام له فلم يبق إلا ملك غسان بالشأم  كنا نخاف أن يأتينا فما شعرت إلا بالأنصاري وهو يقول : إنه قد حدث أمر قلت له : وما هو أجاء الغساني   : أعظم من ذاك  طلق رسول ه  نساءه  فجئت فإذا البكاء من حجرهن كلها وإذا النبي  قد صعد في مشربة له  وعلى باب المشربة وصيف  فأتيته فقلت : استأذن لي  فأذن لي  فدخلت فإذا النبي  على حصير قد أثر في جنبه  وتحت رأسه مرفقة من أدم حشوها ليف  وإذا أهب معلقة وقرظ  فذكرت الذي قلت لحفصة  وأم سلمة والذي ردت  أم سلمة  فضحك رسول ه   فلبث تسعا وعشرين ليلة ثم نزل   .,"['سليمان بن حرب', 'حماد بن زيد', 'يحيى بن سعيد', 'عبيد بن حنين', 'ابن عباس']"
صحيح البخاري,5422,   ت : استيقظ النبي  من يل وهو يقول :  لا إله إلا ه  ماذا أنزل يلة من الفتنة  ماذا أنزل من الخزائن  من يوقظ صواحب الحجرات  كم من كاسية في الدنيا عارية يوم القيامة    الزهري : وكانت هند لها أزرار في كميها بين أصابعها  .,"['عبد ه بن محمد', 'هشام', 'معمر', 'الزهري', 'هند بنت الحارث', 'أم سلمة']"
صحيح البخاري,5423,   ت : أتي رسول ه  بثياب فيها خميصة سوداء   :  من ترون نكسوها هذه الخميصة  فأسكت القوم   :  ائتوني بأم خالد   فأتي بي النبي  فألبسنيها بيده  و :  أبلي وأخلقي  مرتين  فجعل ينظر إلى علم الخميصة ويشير بيده إلي  ويقول :  يا أم خالد هذا سنا  والسنا بلسان الحبشية : الحسن   إسحاق : حدثتني امرأة من أهلي أنها رأته على أم خالد  .,"['أبو الوليد', 'إسحاق بن سعيد بن عمرو بن سعيد بن العاص', 'أبي', 'أم خالد بنت خالد']"
صحيح البخاري,5424,    :  نهى النبي  أن يتزعفر الرجل   .,"['مسدد', 'عبد الوارث', 'عبد العزيز', 'أنس']"
صحيح البخاري,5425,     :  نهى النبي  أن يلبس المحرم ثوبا مصبوغا بورس أو بزعفران   .,"['أبو نعيم', 'سفيان', 'عبد ه بن دينار', 'ابن عمر']"
صحيح البخاري,5426,  رضي ه   يقول :  كان النبي  مربوعا  وقد رأيته في حلة حمراء ما رأيت شيئا أحسن منه   .,"['أبو الوليد', 'شعبة', 'أبي إسحاق', 'البراء']"
صحيح البخاري,5427,  رضي ه    :  أمرنا النبي  بسبع : عيادة المريض  واتباع الجنائز  وتشميت العاطس  ونهانا عن سبع : عن لبس الحرير  والديباج  والقسي  والإستبرق  والمياثر الحمر   .,"['قبيصة', 'سفيان', 'أشعث', 'معاوية بن سويد بن مقرن', 'البراء']"
صحيح البخاري,5428,    أكان النبي  يصلي في نه   : نعم   .,"['سليمان بن حرب', 'حماد بن زيد', 'سعيد أبي مسلمة', 'أنسا']"
صحيح البخاري,5429,   :  رأيتك تصنع أربعا لم أر أحدا من أصحابك يصنعها   :  ما هي يا ابن جريج   : رأيتك لا تمس من الأركان إلا اليمانيين  ورأيتك تلبس النعال السبتية  ورأيتك تصبغ بالصفرة  ورأيتك إذا كنت بمكة أهل الناس إذا رأوا الهلال ولم تهل أنت  حتى كان يوم التروية  ف له عبد ه بن عمر : أما الأركان فإني لم أر رسول ه  يمس إلا اليمانيين  وأما النعال السبتية فإني رأيت رسول ه  يلبس النعال التي ليس فيها شعر ويتوضأ فيها فأنا أحب أن ألبسها  وأما الصفرة فإني رأيت رسول ه  يصبغ بها فأنا أحب أن أصبغ بها  وأما الإهلال فإني لم أر رسول ه  يهل حتى تنبعث به راحلته   .,"['عبد ه بن مسلمة', 'مالك', 'سعيد المقبري', 'عبيد بن جريج', 'لعبد ه بن عمر']"
صحيح البخاري,5430,     :  نهى رسول ه  أن يلبس المحرم ثوبا مصبوغا بزعفران أو ورس و : من لم يجد نن فليلبس خفين وليقطعهما أسفل من الكعبين   .,"['عبد ه بن يوسف', 'مالك', 'عبد ه بن دينار', 'عبد ه بن عمر']"
صحيح البخاري,5431,     :  النبي  :  من لم يكن له إزار فليلبس السراويل  ومن لم يكن له نعلان فليلبس خفين   .,"['محمد بن يوسف', 'سفيان', 'عمرو بن دينار', 'جابر بن زيد', 'ابن عباس']"
صحيح البخاري,5432,  رضي ه ا  ت :  كان النبي  يحب التيمن في طهوره وترجله وتنعله   .,"['حجاج بن منهال', 'شعبة', 'أشعث بن سليم', 'أبي', 'مسروق', 'عائشة']"
صحيح البخاري,5433,  رضي ه   أن رسول ه   :  إذا انتعل أحدكم فليبدأ باليمين  وإذا نزع فليبدأ بالشمال  لتكن اليمنى أولهما تنعل وآخرهما تنزع   .,"['عبد ه بن مسلمة', 'مالك', 'أبي الزناد', 'الأعرج', 'أبي هريرة']"
صحيح البخاري,5434,   أن رسول ه    :  لا يمشي أحدكم في نعل واحدة ليحفهما جميعا أو لينعلهما جميعا   .,"['عبد ه بن مسلمة', 'مالك', 'أبي الزناد', 'الأعرج', 'أبي هريرة']"
صحيح البخاري,5435,  رضي ه    أن نعل النبي  كان لها قبالان   .,"['حجاج بن منهال', 'همام', 'قتادة', 'أنس']"
صحيح البخاري,5436,    : خرج إلينا أنس بن مالك بنن لهما قبالان  ف ثابت البناني  هذه نعل النبي    .,"['محمد', 'عبد ه', 'عيسى بن طهمان']"
صحيح البخاري,5437,    :  أتيت النبي  وهو في قبة حمراء من أدم  ورأيت بلالا أخذ وضوء النبي  والناس يبتدرون الوضوء  فمن أصاب منه شيئا تمسح به ومن لم يصب منه شيئا أخذ من بلل يد صاحبه   .,"['محمد بن عرعرة', 'عمر بن أبي زائدة', 'عون بن أبي جحيفة', 'أبيه']"
صحيح البخاري,5438,  رضي ه    :  أرسل النبي  إلى الأنصار وجمعهم في قبة من أدم   .,"['أبو اليمان', 'شعيب', 'الزهري', 'أنس بن مالك', 'يث', 'يونس', 'ابن شهاب', 'أنس بن مالك']"
صحيح البخاري,5439, رضي ه ا  أن النبي  كان يحتجر حصيرا بيل فيصلي ه ويبسطه بالنهار فيجلس ه  فجعل الناس يثوبون إلى النبي  فيصلون بصلاته حتى كثروا  فأقبل  ف :  يا أيها الناس خذوا من الأعمال ما تطيقون  فإن ه لا يمل حتى تملوا  وإن أحب الأعمال إلى ه ما دام وإن قل   .,"['محمد بن أبي بكر', 'معتمر', 'عبيد ه', 'سعيد بن أبي سعيد', 'أبي سلمة بن عبد الرحمن', 'عائشة']"
صحيح البخاري,5440,    يقول :  نهانا النبي  عن سبع  نهانا عن خاتم الذهب  أو  : حلقة الذهب وعن الحرير والإستبرق والديباج والميثرة الحمراء والقسي وآنية الفضة  وأمرنا بسبع بعيادة المريض واتباع الجنائز وتشميت العاطس ورد السلام وإجابة الداعي وإبرار المقسم ونصر المظلوم   .,"['آدم', 'شعبة', 'أشعث بن سليم', 'معاوية بن سويد بن مقرن', 'البراء بن عازب']"
صحيح البخاري,5441,  رضي ه   عن النبي   أنه  نهى عن خاتم الذهب    و عمرو   أخبرنا شعبة   عن قتادة   سمع النضر   سمع بشيرا   مثله .,"['محمد بن بشار', 'عمرو', 'غندر', 'شعبة', 'قتادة', 'شعبة', 'قتادة', 'النضر', 'بشيرا', 'النضر بن أنس', 'بشير بن نهيك', 'أبي هريرة']"
صحيح البخاري,5442,  رضي ه    أن رسول ه  اتخذ خاتما من ذهب وجعل فصه مما يلي كفه  فاتخذه الناس  فرمى به واتخذ خاتما من ورق أو فضة   .,"['مسدد', 'يحيى', 'عبيد ه', 'نافع', 'عبد ه']"
صحيح البخاري,5443,     أن رسول ه  اتخذ خاتما من ذهب أو فضة وجعل فصه مما يلي كفه  ونقش فيه محمد رسول ه  فاتخذ الناس مثله  فلما رآهم قد اتخذوها رمى به  و :  لا ألبسه أبدا   ثم اتخذ خاتما من فضة  فاتخذ الناس خواتيم الفضة    ابن عمر : فلبس الخاتم بعد النبي  أبو بكر ثم عمر ثم عثمان  حتى وقع من عثمان في بئر أريس  .,"['يوسف بن موسى', 'أبو أسامة', 'عبيد ه', 'نافع', 'ابن عمر']"
صحيح البخاري,5444,     :  كان رسول ه  يلبس خاتما من ذهب فنبذه  ف :  لا ألبسه أبدا   فنبذ الناس خواتيمهم   .,"['عبد ه بن مسلمة', 'مالك', 'عبد ه بن دينار', 'عبد ه بن عمر']"
صحيح البخاري,5445,   أرى خاتما من ورق .,"['يحيى بن بكير', 'إبراهيم بن سعد', 'يث', 'وزياد', 'يونس', 'وشعيب', 'الزهري', 'ابن شهاب', 'ابن مسافر', 'أنس بن مالك', 'الزهري']"
صحيح البخاري,5446,  هل اتخذ النبي  خاتما   : أخر ليلة صلاة العشاء إلى شطر يل  ثم أقبل نا بوجهه فكأني أنظر إلى وبيص خاتمه   :  إن الناس قد صلوا وناموا وإنكم لم تزالوا في صلاة ما انتظرتموها   .,"['عبدان', 'يزيد بن زريع', 'حميد', 'أنس']"
صحيح البخاري,5447,  رضي ه    أن النبي  كان خاتمه من فضة وكان فصه منه    و يحيى بن أيوب   حدثني حميد   سمع أنسا   عن النبي  .,"['يحيى بن أيوب', 'إسحاق', 'معتمر', 'حميد', 'حميدا', 'أنسا', 'أنس']"
